Ваш муниципалитет;УИК;Адрес для голосования: ;Место голосования
Гагаринское;1317;Витебский проспект, дом 57, литера А;школа №351
Гагаринское;1318;Витебский проспект, дом 57, литера А;школа №351
Гагаринское;1319;Витебский проспект, дом 73, корпус 2;школа №372
Гагаринское;1320;Витебский проспект, дом 73, корпус 2;школа №372
Гагаринское;1321;Витебский проспект, дом 85, корпус 2;школа №362
Гагаринское;1322;Витебский проспект, дом 85, корпус 2;школа №362
Гагаринское;1323;Витебский проспект, дом 73, корпус 2;школа №372
Гагаринское;1324;Витебский проспект, дом 85, корпус 2;школа №362
Гагаринское;1354;проспект Космонавтов, дом 79;"Санкт-Петербургское государственное бюджетное профессиональное образовательное учреждение ""Техникум ""АВТОСЕРВИС"""
Георгиевский;2104;Альпийский переулок, дом 19, корпус 2;ГОУ СОШ №298
Георгиевский;2105;проспект Славы, дом 35, корпус 2;ГОУ СОШ №310
Георгиевский;2106;проспект Славы, дом 35, корпус 2;ГОУ СОШ №310
Георгиевский;2107;Альпийский переулок, дом 19, корпус 2;ГОУ СОШ №298
Георгиевский;2108;Будапештская улица, дом 64, корпус 2;ГОУ СОШ №318
Георгиевский;2109;Будапештская улица, дом 64, корпус 2;ГОУ СОШ №318
Георгиевский;2110;Будапештская улица, дом 64, корпус 2;ГОУ СОШ №318
Георгиевский;2111;Будапештская улица, дом 64, корпус 2;ГОУ СОШ №318
Георгиевский;2112;Альпийский переулок, дом 5, корпус 2;ГОУ СОШ №325
Георгиевский;2113;Альпийский переулок, дом 19, корпус 2;ГОУ СОШ №298
Георгиевский;2114;Альпийский переулок, дом 5, корпус 2;ГОУ СОШ №325
Георгиевский;2115;улица Димитрова, дом 10, корпус 3;ГОУ СОШ №205
Георгиевский;2116;улица Димитрова, дом 10, корпус 3;ГОУ СОШ №205
Георгиевский;2117;улица Димитрова, дом 10, корпус 3;ГОУ СОШ №205
Георгиевский;2118;улица Димитрова, дом 9, корпус 3;ГОУ СОШ №364
Георгиевский;2119;Купчинская улица, дом 11, корпус 4;ГОУ СОШ №443
Георгиевский;2120;Купчинская улица, дом 11, корпус 4;ГОУ СОШ №443
Георгиевский;2121;улица Димитрова, дом 9, корпус 3;ГОУ СОШ №364
Георгиевский;2122;улица Димитрова, дом 9, корпус 3;ГОУ СОШ №364
Георгиевский;2123;улица Димитрова, дом 15, корпус 3;ГОУ СОШ №363
Георгиевский;2124;улица Димитрова, дом 15, корпус 3;ГОУ СОШ №363
Георгиевский;2125;улица Димитрова, дом 15, корпус 3;ГОУ СОШ №363
Георгиевский;2126;Купчинская улица, дом 15, корпус 3;ГОУ СОШ №444
Георгиевский;2127;Будапештская улица, дом 79, корпус 2;ГОУ СОШ №587
Георгиевский;2128;Будапештская улица, дом 79, корпус 2;ГОУ СОШ №587
Георгиевский;2129;Дунайский проспект, дом 48, корпус 2;ГОУ СОШ №302
Георгиевский;2130;Дунайский проспект, дом 48, корпус 2;ГОУ СОШ №302
Георгиевский;2131;Купчинская улица, дом 15, корпус 3;ГОУ СОШ №444
Георгиевский;2132;Купчинская улица, дом 15, корпус 3;ГОУ СОШ №444
Георгиевский;2133;Дунайский проспект, дом 48, корпус 2;ГОУ СОШ №302
Георгиевский;2175;Пловдивская улица, дом 14;ГБОУ СОШ №587
Георгиевский;2175;Пловдивская улица, дом 14; ГБОУ СОШ №587
Горелово;1179;Поселковая улица, дом 26 А;ООО Жилкомсервис №1 Красносельского района
Горелово;1181;Политрука Пасечника улица, дом 3;ГБОУ СОШ №398
Горелово;1182;Политрука Пасечника улица, дом 3;ГБОУ СОШ №398
Горелово;1183;Геологическая улица, дом 75, корпус 5;"ООО ""УК Управдом Сервис №1"""
Горелово;1184;Красносельское шоссе, дом 34;ГБОУ СОШ №391
Горелово;1185;Красносельское шоссе, дом 34;ГБОУ СОШ №391
